Flight_Number,Launch_Name,Date_UTC,Year,Month,Quarter,Success,Success_Rate,Rocket_Name,Rocket_Type,Cost_Per_Launch,Launchpad_Name,Location,Region,Latitude,Longitude,Payload_Count,Payload_Mass_kg,Payload_Type,Core_Landing,Core_Reused,Year_Category,Date,Landing_Success,Landing_Success_Label,Launch_Success_Binary,Cost_Category,Payload_Mass_Category,Launch_Period,Landing_Attempt
125,Starlink-25 (v1.0),2021-05-04T19:01:00.000Z,2021,5,2,True,1.0,Unknown,Unknown,0,KSC LC 39A,Cape Canaveral,Florida,28.6080585,-80.6039558,1,15600.0,Satellite,Success,True,Current,2021-05-04 19:01:00+00:00,1,Success,1,Unknown,Very Heavy,Recent,1
126,Starlink-27 (v1.0),2021-05-09T06:42:00.000Z,2021,5,2,True,1.0,Unknown,Unknown,0,CCSFS SLC 40,Cape Canaveral,Florida,28.5618571,-80.577366,1,15600.0,Satellite,Success,True,Current,2021-05-09 06:42:00+00:00,1,Success,1,Unknown,Very Heavy,Recent,1
127,Starlink-26 (v1.0) + Capella-6 + Tyvak-0130,2021-05-15T22:54:00.000Z,2021,5,2,True,1.0,Unknown,Unknown,0,KSC LC 39A,Cape Canaveral,Florida,28.6080585,-80.6039558,3,13520.0,Satellite,Success,True,Current,2021-05-15 22:54:00+00:00,1,Success,1,Unknown,Very Heavy,Recent,1
128,Starlink-28 (v1.0),2021-05-26T18:59:00.000Z,2021,5,2,True,1.0,Unknown,Unknown,0,CCSFS SLC 40,Cape Canaveral,Florida,28.5618571,-80.577366,1,15600.0,Satellite,Success,True,Current,2021-05-26 18:59:00+00:00,1,Success,1,Unknown,Very Heavy,Recent,1
129,CRS-22 & IROSA,2021-06-03T17:29:00.000Z,2021,6,2,True,1.0,Unknown,Unknown,0,KSC LC 39A,Cape Canaveral,Florida,28.6080585,-80.6039558,1,3328.0,Dragon 2.0,Success,False,Current,2021-06-03 17:29:00+00:00,1,Success,1,Unknown,Medium,Recent,1
130,SXM-8,2021-06-06T04:26:00.000Z,2021,6,2,True,1.0,Unknown,Unknown,0,CCSFS SLC 40,Cape Canaveral,Florida,28.5618571,-80.577366,1,7000.0,Satellite,Success,True,Current,2021-06-06 04:26:00+00:00,1,Success,1,Unknown,Heavy,Recent,1
131,GPS III SV05,2021-06-17T16:09:00.000Z,2021,6,2,True,1.0,Unknown,Unknown,0,CCSFS SLC 40,Cape Canaveral,Florida,28.5618571,-80.577366,1,3681.0,Satellite,Success,True,Current,2021-06-17 16:09:00+00:00,1,Success,1,Unknown,Medium,Recent,1
132,Transporter-2,2021-06-30T19:31:00.000Z,2021,6,2,True,1.0,Unknown,Unknown,0,CCSFS SLC 40,Cape Canaveral,Florida,28.5618571,-80.577366,1,0.0,Satellite,Success,True,Current,2021-06-30 19:31:00+00:00,1,Success,1,Unknown,,Recent,1
133,CRS-23,2021-08-29T07:14:00.000Z,2021,8,3,True,1.0,Unknown,Unknown,0,KSC LC 39A,Cape Canaveral,Florida,28.6080585,-80.6039558,1,0.0,Dragon 2.0,Success,True,Current,2021-08-29 07:14:00+00:00,1,Success,1,Unknown,,Recent,1
134,Starlink 2-1 (v1.5),2021-09-14T03:55:00.000Z,2021,9,3,True,1.0,Unknown,Unknown,0,VAFB SLC 4E,Vandenberg Space Force Base,California,34.632093,-120.610829,1,15600.0,Satellite,Success,True,Current,2021-09-14 03:55:00+00:00,1,Success,1,Unknown,Very Heavy,Recent,1
135,Inspiration4,2021-09-16T00:02:00.000Z,2021,9,3,True,1.0,Unknown,Unknown,0,KSC LC 39A,Cape Canaveral,Florida,28.6080585,-80.6039558,1,0.0,Crew Dragon,Success,True,Current,2021-09-16 00:02:00+00:00,1,Success,1,Unknown,,Recent,1
136,Crew-3,2021-11-11T02:03:00.000Z,2021,11,4,True,1.0,Unknown,Unknown,0,KSC LC 39A,Cape Canaveral,Florida,28.6080585,-80.6039558,1,12519.0,Crew Dragon,Success,True,Current,2021-11-11 02:03:00+00:00,1,Success,1,Unknown,Very Heavy,Recent,1
137,Starlink 4-1 (v1.5),2021-11-13T12:40:00.000Z,2021,11,4,True,1.0,Unknown,Unknown,0,CCSFS SLC 40,Cape Canaveral,Florida,28.5618571,-80.577366,1,13260.0,Satellite,Success,True,Current,2021-11-13 12:40:00+00:00,1,Success,1,Unknown,Very Heavy,Recent,1
138,DART,2021-11-24T06:20:00.000Z,2021,11,4,True,1.0,Unknown,Unknown,0,VAFB SLC 4E,Vandenberg Space Force Base,California,34.632093,-120.610829,1,670.0,Satellite,Success,True,Current,2021-11-24 06:20:00+00:00,1,Success,1,Unknown,Light,Recent,1
139,Starlink 4-3 (v1.5),2021-12-01T23:20:00.000Z,2021,12,4,True,1.0,Unknown,Unknown,0,CCSFS SLC 40,Cape Canaveral,Florida,28.5618571,-80.577366,1,13260.0,Satellite,Success,True,Current,2021-12-01 23:20:00+00:00,1,Success,1,Unknown,Very Heavy,Recent,1
140,IXPE,2021-12-09T06:00:00.000Z,2021,12,4,True,1.0,Unknown,Unknown,0,KSC LC 39A,Cape Canaveral,Florida,28.6080585,-80.6039558,1,330.0,Satellite,Success,True,Current,2021-12-09 06:00:00+00:00,1,Success,1,Unknown,Light,Recent,1
141,Starlink 4-4 (v1.5),2021-12-18T12:41:40.000Z,2021,12,4,True,1.0,Unknown,Unknown,0,VAFB SLC 4E,Vandenberg Space Force Base,California,34.632093,-120.610829,1,13260.0,Satellite,Success,True,Current,2021-12-18 12:41:40+00:00,1,Success,1,Unknown,Very Heavy,Recent,1
142,Türksat 5B,2021-12-19T03:58:00.000Z,2021,12,4,True,1.0,Unknown,Unknown,0,CCSFS SLC 40,Cape Canaveral,Florida,28.5618571,-80.577366,1,3500.0,Satellite,Success,True,Current,2021-12-19 03:58:00+00:00,1,Success,1,Unknown,Medium,Recent,1
143,CRS-24,2021-12-21T10:06:00.000Z,2021,12,4,True,1.0,Unknown,Unknown,0,KSC LC 39A,Cape Canaveral,Florida,28.6080585,-80.6039558,1,0.0,Dragon 2.0,Success,False,Current,2021-12-21 10:06:00+00:00,1,Success,1,Unknown,,Recent,1
144,Starlink 4-5 (v1.5),2022-01-06T21:49:00.000Z,2022,1,1,True,1.0,Unknown,Unknown,0,KSC LC 39A,Cape Canaveral,Florida,28.6080585,-80.6039558,1,13260.0,Satellite,Success,True,Current,2022-01-06 21:49:00+00:00,1,Success,1,Unknown,Very Heavy,Recent,1
145,Transporter-3,2022-01-13T15:25:00.000Z,2022,1,1,True,1.0,Unknown,Unknown,0,CCSFS SLC 40,Cape Canaveral,Florida,28.5618571,-80.577366,1,0.0,Satellite,Success,True,Current,2022-01-13 15:25:00+00:00,1,Success,1,Unknown,,Recent,1
146,Starlink 4-6 (v1.5),2022-01-19T00:04:00.000Z,2022,1,1,True,1.0,Unknown,Unknown,0,KSC LC 39A,Cape Canaveral,Florida,28.6080585,-80.6039558,1,13260.0,Satellite,Success,True,Current,2022-01-19 00:04:00+00:00,1,Success,1,Unknown,Very Heavy,Recent,1
147,CSG-2,2022-01-31T23:11:12.000Z,2022,1,1,True,1.0,Unknown,Unknown,0,CCSFS SLC 40,Cape Canaveral,Florida,28.5618571,-80.577366,1,2240.0,Satellite,Success,True,Current,2022-01-31 23:11:12+00:00,1,Success,1,Unknown,Medium,Recent,1
148,NROL-87,2022-02-02T20:18:00.000Z,2022,2,1,True,1.0,Unknown,Unknown,0,VAFB SLC 4E,Vandenberg Space Force Base,California,34.632093,-120.610829,1,0.0,Satellite,Success,False,Current,2022-02-02 20:18:00+00:00,1,Success,1,Unknown,,Recent,1
149,Starlink 4-7 (v1.5),2022-02-03T18:13:00.000Z,2022,2,1,True,1.0,Unknown,Unknown,0,KSC LC 39A,Cape Canaveral,Florida,28.6080585,-80.6039558,1,13260.0,Satellite,Success,True,Current,2022-02-03 18:13:00+00:00,1,Success,1,Unknown,Very Heavy,Recent,1
150,Starlink 4-8 (v1.5),2022-02-21T14:44:00.000Z,2022,2,1,True,1.0,Unknown,Unknown,0,CCSFS SLC 40,Cape Canaveral,Florida,28.5618571,-80.577366,1,13260.0,Satellite,Success,True,Current,2022-02-21 14:44:00+00:00,1,Success,1,Unknown,Very Heavy,Recent,1
151,Starlink 4-11 (v1.5),2022-02-25T17:12:00.000Z,2022,2,1,True,1.0,Unknown,Unknown,0,VAFB SLC 4E,Vandenberg Space Force Base,California,34.632093,-120.610829,1,13260.0,Satellite,Success,True,Current,2022-02-25 17:12:00+00:00,1,Success,1,Unknown,Very Heavy,Recent,1
152,Starlink 4-9 (v1.5),2022-03-03T14:35:00.000Z,2022,3,1,True,1.0,Unknown,Unknown,0,KSC LC 39A,Cape Canaveral,Florida,28.6080585,-80.6039558,1,13260.0,Satellite,Success,True,Current,2022-03-03 14:35:00+00:00,1,Success,1,Unknown,Very Heavy,Recent,1
153,Starlink 4-10 (v1.5),2022-03-09T13:45:00.000Z,2022,3,1,True,1.0,Unknown,Unknown,0,CCSFS SLC 40,Cape Canaveral,Florida,28.5618571,-80.577366,1,13260.0,Satellite,Success,True,Current,2022-03-09 13:45:00+00:00,1,Success,1,Unknown,Very Heavy,Recent,1
154,Starlink 4-12 (v1.5),2022-03-19T03:24:00.000Z,2022,3,1,True,1.0,Unknown,Unknown,0,CCSFS SLC 40,Cape Canaveral,Florida,28.5618571,-80.577366,1,13260.0,Satellite,Success,True,Current,2022-03-19 03:24:00+00:00,1,Success,1,Unknown,Very Heavy,Recent,1
155,Transporter-4,2022-04-01T16:24:00.000Z,2022,4,2,True,1.0,Unknown,Unknown,0,CCSFS SLC 40,Cape Canaveral,Florida,28.5618571,-80.577366,1,0.0,Satellite,Success,True,Current,2022-04-01 16:24:00+00:00,1,Success,1,Unknown,,Recent,1
156,Ax-1,2022-04-08T15:17:00.000Z,2022,4,2,True,1.0,Unknown,Unknown,0,KSC LC 39A,Cape Canaveral,Florida,28.6080585,-80.6039558,1,0.0,Dragon 2.0,Success,True,Current,2022-04-08 15:17:00+00:00,1,Success,1,Unknown,,Recent,1
157,NROL-85,2022-04-17T13:13:00.000Z,2022,4,2,True,1.0,Unknown,Unknown,0,VAFB SLC 4E,Vandenberg Space Force Base,California,34.632093,-120.610829,1,0.0,Satellite,Success,True,Current,2022-04-17 13:13:00+00:00,1,Success,1,Unknown,,Recent,1
158,Starlink 4-14 (v1.5),2022-04-21T15:16:00.000Z,2022,4,2,True,1.0,Unknown,Unknown,0,CCSFS SLC 40,Cape Canaveral,Florida,28.5618571,-80.577366,1,13260.0,Satellite,Success,True,Current,2022-04-21 15:16:00+00:00,1,Success,1,Unknown,Very Heavy,Recent,1
159,Crew-4,2022-04-27T07:52:00.000Z,2022,4,2,True,1.0,Unknown,Unknown,0,KSC LC 39A,Cape Canaveral,Florida,28.6080585,-80.6039558,1,0.0,Crew Dragon,Success,True,Current,2022-04-27 07:52:00+00:00,1,Success,1,Unknown,,Recent,1
160,Starlink 4-16 (v1.5),2022-04-29T21:27:00.000Z,2022,4,2,True,1.0,Unknown,Unknown,0,CCSFS SLC 40,Cape Canaveral,Florida,28.5618571,-80.577366,1,13260.0,Satellite,Success,True,Current,2022-04-29 21:27:00+00:00,1,Success,1,Unknown,Very Heavy,Recent,1
161,Starlink 4-17 (v1.5),2022-05-06T09:42:00.000Z,2022,5,2,True,1.0,Unknown,Unknown,0,KSC LC 39A,Cape Canaveral,Florida,28.6080585,-80.6039558,1,13260.0,Satellite,Success,True,Current,2022-05-06 09:42:00+00:00,1,Success,1,Unknown,Very Heavy,Recent,1
162,Starlink 4-13 (v1.5),2022-05-13T22:07:00.000Z,2022,5,2,True,1.0,Unknown,Unknown,0,VAFB SLC 4E,Vandenberg Space Force Base,California,34.632093,-120.610829,1,13260.0,Satellite,Success,True,Current,2022-05-13 22:07:00+00:00,1,Success,1,Unknown,Very Heavy,Recent,1
163,Starlink 4-15 (v1.5),2022-05-14T20:40:00.000Z,2022,5,2,True,1.0,Unknown,Unknown,0,CCSFS SLC 40,Cape Canaveral,Florida,28.5618571,-80.577366,1,13260.0,Satellite,Success,False,Current,2022-05-14 20:40:00+00:00,1,Success,1,Unknown,Very Heavy,Recent,1
164,Starlink 4-18 (v1.5),2022-05-18T10:40:00.000Z,2022,5,2,True,1.0,Unknown,Unknown,0,KSC LC 39A,Cape Canaveral,Florida,28.6080585,-80.6039558,1,13260.0,Satellite,Success,True,Current,2022-05-18 10:40:00+00:00,1,Success,1,Unknown,Very Heavy,Recent,1
165,Transporter-5,2022-05-25T18:27:00.000Z,2022,5,2,True,1.0,Unknown,Unknown,0,CCSFS SLC 40,Cape Canaveral,Florida,28.5618571,-80.577366,1,0.0,Satellite,Success,True,Current,2022-05-25 18:27:00+00:00,1,Success,1,Unknown,,Recent,1
166,Nilesat-301,2022-06-08T21:04:00.000Z,2022,6,2,True,1.0,Unknown,Unknown,0,CCSFS SLC 40,Cape Canaveral,Florida,28.5618571,-80.577366,1,3938.0,Satellite,Success,True,Current,2022-06-08 21:04:00+00:00,1,Success,1,Unknown,Medium,Recent,1
167,Starlink 4-19 (v1.5),2022-06-01T17:08:50.000Z,2022,6,2,True,1.0,Unknown,Unknown,0,KSC LC 39A,Cape Canaveral,Florida,28.6080585,-80.6039558,1,13260.0,Satellite,Success,True,Current,2022-06-01 17:08:50+00:00,1,Success,1,Unknown,Very Heavy,Recent,1
168,SARah 1,2022-06-18T14:19:00.000Z,2022,6,2,True,1.0,Unknown,Unknown,0,VAFB SLC 4E,Vandenberg Space Force Base,California,34.632093,-120.610829,1,2200.0,Satellite,Success,True,Current,2022-06-18 14:19:00+00:00,1,Success,1,Unknown,Medium,Recent,1
169,Globalstar FM15,2022-06-19T04:27:00.000Z,2022,6,2,True,1.0,Unknown,Unknown,0,CCSFS SLC 40,Cape Canaveral,Florida,28.5618571,-80.577366,1,700.0,Satellite,Success,True,Current,2022-06-19 04:27:00+00:00,1,Success,1,Unknown,Light,Recent,1
170,SES-22,2022-06-29T21:04:00.000Z,2022,6,2,True,1.0,Unknown,Unknown,0,CCSFS SLC 40,Cape Canaveral,Florida,28.5618571,-80.577366,1,3500.0,Satellite,Success,True,Current,2022-06-29 21:04:00+00:00,1,Success,1,Unknown,Medium,Recent,1
171,Starlink 4-21 (v1.5),2022-07-07T13:11:00.000Z,2022,7,3,True,1.0,Unknown,Unknown,0,CCSFS SLC 40,Cape Canaveral,Florida,28.5618571,-80.577366,1,13260.0,Satellite,Success,True,Current,2022-07-07 13:11:00+00:00,1,Success,1,Unknown,Very Heavy,Recent,1
172,Starlink 3-1 (v1.5),2022-07-11T01:39:00.000Z,2022,7,3,True,0.9731182795698924,Unknown,Unknown,0,VAFB SLC 4E,Vandenberg Space Force Base,California,34.632093,-120.610829,1,13260.0,Satellite,Success,True,Current,2022-07-11 01:39:00+00:00,1,Success,1,Unknown,Very Heavy,Recent,1
173,CRS-25,2022-07-15T00:44:00.000Z,2022,7,3,True,1.0,Unknown,Unknown,0,KSC LC 39A,Cape Canaveral,Florida,28.6080585,-80.6039558,1,0.0,Dragon 2.0,Success,True,Current,2022-07-15 00:44:00+00:00,1,Success,1,Unknown,,Recent,1
174,Starlink 4-22 (v1.5),2022-07-17T14:50:00.000Z,2022,7,3,True,1.0,Unknown,Unknown,0,CCSFS SLC 40,Cape Canaveral,Florida,28.5618571,-80.577366,1,13260.0,Satellite,Success,True,Current,2022-07-17 14:50:00+00:00,1,Success,1,Unknown,Very Heavy,Recent,1
175,Starlink 3-2 (v1.5),2022-07-21T17:13:00.000Z,2022,7,3,True,1.0,Unknown,Unknown,0,VAFB SLC 4E,Vandenberg Space Force Base,California,34.632093,-120.610829,1,13260.0,Satellite,Success,True,Current,2022-07-21 17:13:00+00:00,1,Success,1,Unknown,Very Heavy,Recent,1
176,Starlink 4-25 (v1.5),2022-07-24T00:00:00.000Z,2022,7,3,True,1.0,Unknown,Unknown,0,CCSFS SLC 40,Cape Canaveral,Florida,28.5618571,-80.577366,1,13260.0,Satellite,Success,True,Current,2022-07-24 00:00:00+00:00,1,Success,1,Unknown,Very Heavy,Recent,1
177,KPLO,2022-08-04T23:08:00.000Z,2022,8,3,True,1.0,Unknown,Unknown,0,CCSFS SLC 40,Cape Canaveral,Florida,28.5618571,-80.577366,1,678.0,Satellite,Success,True,Current,2022-08-04 23:08:00+00:00,1,Success,1,Unknown,Light,Recent,1
178,Starlink 4-26 (v1.5),2022-08-09T22:57:00.000Z,2022,8,3,True,1.0,Unknown,Unknown,0,KSC LC 39A,Cape Canaveral,Florida,28.6080585,-80.6039558,1,13260.0,Satellite,Success,True,Current,2022-08-09 22:57:00+00:00,1,Success,1,Unknown,Very Heavy,Recent,1
179,Starlink 3-3 (v1.5),2022-08-12T21:30:00.000Z,2022,8,3,True,1.0,Unknown,Unknown,0,VAFB SLC 4E,Vandenberg Space Force Base,California,34.632093,-120.610829,1,13260.0,Satellite,Success,True,Current,2022-08-12 21:30:00+00:00,1,Success,1,Unknown,Very Heavy,Recent,1
180,Starlink 4-27 (v1.5),2022-08-19T19:24:00.000Z,2022,8,3,True,1.0,Unknown,Unknown,0,CCSFS SLC 40,Cape Canaveral,Florida,28.5618571,-80.577366,1,13260.0,Satellite,Success,True,Current,2022-08-19 19:24:00+00:00,1,Success,1,Unknown,Very Heavy,Recent,1
181,Starlink 4-23 (v1.5),2022-08-28T02:22:00.000Z,2022,8,3,True,1.0,Unknown,Unknown,0,KSC LC 39A,Cape Canaveral,Florida,28.6080585,-80.6039558,1,13260.0,Satellite,Success,True,Current,2022-08-28 02:22:00+00:00,1,Success,1,Unknown,Very Heavy,Recent,1
182,Starlink 3-4 (v1.5),2022-08-31T05:40:00.000Z,2022,8,3,True,1.0,Unknown,Unknown,0,VAFB SLC 4E,Vandenberg Space Force Base,California,34.632093,-120.610829,1,13260.0,Satellite,Success,True,Current,2022-08-31 05:40:00+00:00,1,Success,1,Unknown,Very Heavy,Recent,1
183,Starlink 4-20 (v1.5) & Sherpa LTC-2/Varuna-TDM,2022-09-05T02:09:00.000Z,2022,9,3,True,1.0,Unknown,Unknown,0,CCSFS SLC 40,Cape Canaveral,Florida,28.5618571,-80.577366,2,13260.0,Satellite,Success,True,Current,2022-09-05 02:09:00+00:00,1,Success,1,Unknown,Very Heavy,Recent,1
184,Starlink 4-2 (v1.5) & Blue Walker 3,2022-09-11T01:10:00.000Z,2022,9,3,True,1.0,Unknown,Unknown,0,KSC LC 39A,Cape Canaveral,Florida,28.6080585,-80.6039558,2,13260.0,Satellite,Success,True,Current,2022-09-11 01:10:00+00:00,1,Success,1,Unknown,Very Heavy,Recent,1
185,Starlink 4-34 (v1.5),2022-09-17T01:05:00.000Z,2022,9,3,True,1.0,Unknown,Unknown,0,CCSFS SLC 40,Cape Canaveral,Florida,28.5618571,-80.577366,1,13260.0,Satellite,Success,True,Current,2022-09-17 01:05:00+00:00,1,Success,1,Unknown,Very Heavy,Recent,1
186,Starlink 4-35 (v1.5),2022-09-24T23:30:00.000Z,2022,9,3,True,1.0,Unknown,Unknown,0,CCSFS SLC 40,Cape Canaveral,Florida,28.5618571,-80.577366,1,13260.0,Satellite,Success,True,Current,2022-09-24 23:30:00+00:00,1,Success,1,Unknown,Very Heavy,Recent,1
187,Crew-5,2022-10-05T16:00:00.000Z,2022,10,4,True,1.0,Unknown,Unknown,0,KSC LC 39A,Cape Canaveral,Florida,28.6080585,-80.6039558,1,0.0,Crew Dragon,Success,False,Current,2022-10-05 16:00:00+00:00,1,Success,1,Unknown,,Recent,1
